0.000000000000000000e+00,4.000000000000000083e-03,3.000000000000000062e-03,1.559999999999999964e+01,0.000000000000000000e+00,6.431699999999999307e+01,2.500000000000000000e+00,2.999999999999999889e-02,2.000000000000000042e-02,1.750000000000000000e+01,5.160000000000000142e+01,1.434108499999999994e-02
1.000000000000000000e+00,2.000000000000000042e-02,8.999999999999999320e-03,1.559999999999999964e+01,0.000000000000000000e+00,6.418800000000000239e+01,2.500000000000000000e+00,2.999999999999999889e-02,2.999999999999999889e-02,1.760000000000000142e+01,5.460000000000000142e+01,2.380952399999999858e-02
2.000000000000000000e+00,2.000000000000000042e-02,2.000000000000000042e-03,1.400000000000000000e+01,0.000000000000000000e+00,6.640900000000000603e+01,2.399999999999999911e+00,2.999999999999999889e-02,1.000000000000000021e-02,1.710000000000000142e+01,5.029999999999999716e+01,2.306162999999999963e-02
3.000000000000000000e+00,5.000000000000000104e-03,1.000000000000000021e-03,1.559999999999999964e+01,0.000000000000000000e+00,6.386599999999999966e+01,2.600000000000000089e+00,1.900000000000000022e-01,1.000000000000000021e-02,1.769999999999999929e+01,5.279999999999999716e+01,1.287878800000000039e-02
4.000000000000000000e+00,1.600000000000000033e-02,8.000000000000000167e-03,1.080000000000000071e+01,0.000000000000000000e+00,6.889900000000000091e+01,2.999999999999999889e-01,8.499999999999999778e-01,1.000000000000000056e-01,1.900000000000000000e+01,3.500000000000000000e+01,2.342857099999999873e-02
5.000000000000000000e+00,2.599999999999999881e-02,3.799999999999999906e-02,1.119999999999999929e+01,0.000000000000000000e+00,6.823000000000000398e+01,2.999999999999999889e-01,1.179999999999999938e+00,1.000000000000000056e-01,1.889999999999999858e+01,3.520000000000000284e+01,2.670454499999999967e-02
6.000000000000000000e+00,3.000000000000000062e-03,4.000000000000000083e-03,1.209999999999999964e+01,0.000000000000000000e+00,6.823199999999999932e+01,2.600000000000000089e+00,2.000000000000000042e-02,1.400000000000000029e-02,1.700000000000000000e+01,4.200000000000000000e+01,1.476190500000000051e-02
7.000000000000000000e+00,8.999999999999999320e-03,3.000000000000000062e-03,1.219999999999999929e+01,0.000000000000000000e+00,6.801600000000000534e+01,2.700000000000000178e+00,2.999999999999999889e-02,1.600000000000000033e-02,1.700000000000000000e+01,4.250000000000000000e+01,2.164705899999999975e-02
8.000000000000000000e+00,1.799999999999999864e-02,4.000000000000000083e-03,1.200000000000000000e+01,0.000000000000000000e+00,6.830500000000000682e+01,2.700000000000000178e+00,2.999999999999999889e-02,1.400000000000000029e-02,1.689999999999999858e+01,4.210000000000000142e+01,2.660332500000000058e-02
9.000000000000000000e+00,4.599999999999999922e-02,4.000000000000000083e-03,1.190000000000000036e+01,0.000000000000000000e+00,6.856199999999999761e+01,2.700000000000000178e+00,2.999999999999999889e-02,2.999999999999999889e-02,1.669999999999999929e+01,4.179999999999999716e+01,4.688995199999999863e-02
1.000000000000000000e+01,7.499999999999999722e-02,3.000000000000000062e-03,1.200000000000000000e+01,0.000000000000000000e+00,6.823600000000000421e+01,2.600000000000000089e+00,2.999999999999999889e-02,2.999999999999999889e-02,1.700000000000000000e+01,4.179999999999999716e+01,2.583732099999999990e-02
1.100000000000000000e+01,3.000000000000000062e-03,1.299999999999999940e-02,1.200000000000000000e+01,0.000000000000000000e+00,6.841100000000000136e+01,2.600000000000000089e+00,2.999999999999999889e-02,1.499999999999999944e-02,1.689999999999999858e+01,4.139999999999999858e+01,2.705313999999999983e-02
1.200000000000000000e+01,3.000000000000000062e-03,2.299999999999999961e-02,1.200000000000000000e+01,0.000000000000000000e+00,6.822599999999999909e+01,2.700000000000000178e+00,2.999999999999999889e-02,1.900000000000000022e-01,1.680000000000000071e+01,4.160000000000000142e+01,1.634615400000000163e-02
1.300000000000000000e+01,3.000000000000000062e-03,6.099999999999999867e-02,1.209999999999999964e+01,0.000000000000000000e+00,6.806100000000000705e+01,2.600000000000000089e+00,2.999999999999999889e-02,1.799999999999999864e-02,1.710000000000000142e+01,4.120000000000000284e+01,2.475728199999999851e-02
1.400000000000000000e+01,3.000000000000000062e-03,8.699999999999999400e-02,1.180000000000000071e+01,0.000000000000000000e+00,6.872299999999999898e+01,2.500000000000000000e+00,2.999999999999999889e-02,2.900000000000000147e-02,1.680000000000000071e+01,3.970000000000000284e+01,1.612090700000000029e-02
1.500000000000000000e+01,4.000000000000000083e-03,4.000000000000000083e-03,1.200000000000000000e+01,0.000000000000000000e+00,6.792700000000000671e+01,2.700000000000000178e+00,2.099999999999999922e-01,2.400000000000000050e-02,1.710000000000000142e+01,4.110000000000000142e+01,1.557177600000000071e-02
1.600000000000000000e+01,3.000000000000000062e-03,4.100000000000000172e-02,1.200000000000000000e+01,0.000000000000000000e+00,6.829699999999999704e+01,2.700000000000000178e+00,2.099999999999999922e-01,2.000000000000000042e-02,1.669999999999999929e+01,4.110000000000000142e+01,1.459854000000000013e-02
1.700000000000000000e+01,4.000000000000000083e-03,4.000000000000000083e-03,1.200000000000000000e+01,0.000000000000000000e+00,6.785599999999999454e+01,2.700000000000000178e+00,7.800000000000000266e-01,2.400000000000000050e-02,1.660000000000000142e+01,4.170000000000000284e+01,1.534772199999999941e-02
1.800000000000000000e+01,3.000000000000000062e-03,4.200000000000000261e-02,1.190000000000000036e+01,0.000000000000000000e+00,6.760699999999999932e+01,2.600000000000000089e+00,8.000000000000000444e-01,2.000000000000000042e-02,1.700000000000000000e+01,4.110000000000000142e+01,2.043795600000000018e-02
1.900000000000000000e+01,5.500000000000000028e-02,3.000000000000000062e-03,1.200000000000000000e+01,0.000000000000000000e+00,6.670000000000000284e+01,2.700000000000000178e+00,1.370000000000000107e+00,4.100000000000000172e-02,1.710000000000000142e+01,4.300000000000000000e+01,2.325581399999999965e-02
2.000000000000000000e+01,4.000000000000000083e-03,4.599999999999999922e-02,1.209999999999999964e+01,0.000000000000000000e+00,6.664400000000000546e+01,2.500000000000000000e+00,1.459999999999999964e+00,2.000000000000000042e-02,1.719999999999999929e+01,4.220000000000000284e+01,2.322274900000000086e-02
